"busco_id"	"Balaena_mysticetus"	"Balaenoptera_acutorostrata"	"Balaenoptera_borealis"	"Balaenoptera_brydei"	"Balaenoptera_omurai"	"Balaenoptera_physalus"	"Cephalorhynchus_hectori"	"Delphinapterus_leucas"	"Delphinus_capensis"	"Delphinus_delphis"	"Eschrichtius_robustus"	"Eubalaena_australis"	"Eubalaena_glacialis"	"Feresa_attenuata"	"Globicephala_macrorhynchus"	"Globicephala_melas"	"Grampus_griseus"	"Kogia_breviceps"	"Kogia_sima"	"Lagenorhynchus_acutus"	"Lagenorhynchus_albirostris"	"Lagenorhynchus_obliquidens"	"Lipotes_vexillifer"	"Megaptera_novaeangliae"	"Mesoplodon_bidens"	"Mesoplodon_densirostris"	"Monodon_monoceros"	"Neophocaena_asiaeorientalis"	"Neophocaena_phocaenoides"	"Orcinus_orca"	"Phocoena_phocoena"	"Phocoenoides_dalli"	"Physeter_catodon"	"Pseudorca_crassidens"	"Sousa_chinensis"	"Stenella_attenuata"	"Stenella_coeruleoalba"	"Steno_bredanensis"	"Tursiops_aduncus"	"Tursiops_truncatus"	"Ziphius_cavirostris"
"EOG09020054"	NA	"XM_028162596.1"	NA	NA	NA	NA	NA	"XM_022561822.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027118405.1"	"XM_007465635.1"	NA	NA	NA	"XM_029230505.1"	"XM_024734678.1"	NA	"XM_004266052.2"	NA	NA	"XM_024132235.2"	NA	NA	NA	NA	NA	NA	"XM_019936977.1"	NA
"EOG09020055"	NA	"XM_007188904.1"	NA	NA	NA	NA	NA	"XM_022554008.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027132515.1"	"XM_007447997.1"	NA	NA	NA	"XM_029222959.1"	"XM_024741005.1"	NA	"XM_004265308.2"	NA	NA	"XM_028500619.1"	NA	NA	NA	NA	NA	NA	"XM_019931980.1"	NA
"EOG09020056"	NA	"XM_028163200.1"	NA	NA	NA	NA	NA	"XM_022573312.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027096953.1"	"XM_007470262.1"	NA	NA	NA	"XM_029242246.1"	"XM_024751505.1"	NA	"XM_004283867.2"	NA	NA	"XM_028479178.1"	NA	NA	NA	NA	NA	NA	"XM_019946842.1"	NA
"EOG09020058"	NA	"XM_007196196.2"	NA	NA	NA	NA	NA	"XM_022551213.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027088579.1"	"XM_007463290.1"	NA	NA	NA	"XM_029230410.1"	"XM_024763891.1"	NA	"XM_004276072.2"	NA	NA	"XM_007127156.3"	NA	NA	NA	NA	NA	NA	"XM_019920736.1"	NA
"EOG09020059"	NA	"XM_007164062.1"	NA	NA	NA	NA	NA	"XM_022582740.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027102914.1"	"XM_007459875.1"	NA	NA	NA	"XM_029213946.1"	"XM_024759205.1"	NA	"XM_004272627.1"	NA	NA	"XM_024120029.1"	NA	NA	NA	NA	NA	NA	"XM_019922388.1"	NA
"EOG0902005B"	NA	"XM_007170916.2"	NA	NA	NA	NA	NA	"XM_022551115.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027124574.1"	"XM_007448175.1"	NA	NA	NA	"XM_029225157.1"	"XM_024741379.1"	NA	"XM_004281430.2"	NA	NA	"XM_028484699.1"	NA	NA	NA	NA	NA	NA	"XM_019950201.1"	NA
"EOG0902005E"	NA	"XM_007194563.1"	NA	NA	NA	NA	NA	"XM_022578561.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027104649.1"	"XM_007471785.1"	NA	NA	NA	"XM_029201430.1"	"XM_024762516.1"	NA	"XM_004269134.2"	NA	NA	"XM_024116086.1"	NA	NA	NA	NA	NA	NA	"XM_019949187.1"	NA
"EOG0902005F"	NA	"XM_007169992.2"	NA	NA	NA	NA	NA	"XM_022598747.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027110191.1"	"XM_007463185.1"	NA	NA	NA	"XM_029227675.1"	"XM_024749711.1"	NA	"XM_004272387.2"	NA	NA	"XM_024125589.2"	NA	NA	NA	NA	NA	NA	"XM_019930877.1"	NA
"EOG0902005G"	NA	"XM_007178307.1"	NA	NA	NA	NA	NA	"XM_022579132.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027105301.1"	"XM_007462442.1"	NA	NA	NA	"XM_029202708.1"	"XM_024753684.1"	NA	"XM_004271510.2"	NA	NA	"XM_028493709.1"	NA	NA	NA	NA	NA	NA	"XM_004315987.2"	NA
"EOG0902005H"	NA	"XM_007183799.1"	NA	NA	NA	NA	NA	"XM_022595388.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027130597.1"	"XM_007454214.1"	NA	NA	NA	"XM_029211098.1"	"XM_024735621.1"	NA	"XM_004267063.1"	NA	NA	"XM_028484524.1"	NA	NA	NA	NA	NA	NA	"XM_019926923.1"	NA
"EOG0902005J"	NA	"XM_007196001.1"	NA	NA	NA	NA	NA	"XM_022587277.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027084118.1"	"XM_007467548.1"	NA	NA	NA	"XM_029239415.1"	"XM_024732337.1"	NA	"XM_004273929.1"	NA	NA	"XM_007114203.2"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG0902005L"	NA	"XM_007192105.2"	NA	NA	NA	NA	NA	"XM_022591241.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027100079.1"	"XM_007451201.1"	NA	NA	NA	"XM_029215999.1"	"XM_024743329.1"	NA	"XM_004267455.2"	NA	NA	"XM_024123881.2"	NA	NA	NA	NA	NA	NA	"XM_019940828.1"	NA
"EOG0902005P"	NA	"XM_007165012.2"	NA	NA	NA	NA	NA	"XM_022590302.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027091523.1"	"XM_007445881.1"	NA	NA	NA	"XM_029223670.1"	"XM_024757417.1"	NA	"XM_004270084.1"	NA	NA	"XM_028496191.1"	NA	NA	NA	NA	NA	NA	"XM_019929117.1"	NA
"EOG0902005Q"	NA	"XM_007174088.1"	NA	NA	NA	NA	NA	"XM_022586672.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027128371.1"	"XM_007446416.1"	NA	NA	NA	"XM_029242168.1"	"XM_024763828.1"	NA	"XM_012534332.1"	NA	NA	"XM_024121661.2"	NA	NA	NA	NA	NA	NA	"XM_019945174.1"	NA
"EOG0902005S"	NA	"XM_007180475.1"	NA	NA	NA	NA	NA	"XM_022587571.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027083747.1"	"XM_007462541.1"	NA	NA	NA	"XM_029237215.1"	"XM_024761300.1"	NA	"XM_012534518.1"	NA	NA	"XM_028495100.1"	NA	NA	NA	NA	NA	NA	"XM_019935076.1"	NA
"EOG0902005T"	NA	"XM_007177341.1"	NA	NA	NA	NA	NA	"XM_022561627.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027095876.1"	"XM_007465718.1"	NA	NA	NA	"XM_029234942.1"	"XM_024764183.1"	NA	"XM_004283996.1"	NA	NA	"XM_007115673.3"	NA	NA	NA	NA	NA	NA	"XM_019926680.1"	NA
"EOG0902005U"	NA	"XM_007180683.2"	NA	NA	NA	NA	NA	"XM_022553549.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027110991.1"	"XM_007451264.1"	NA	NA	NA	"XM_029239647.1"	"XM_024732644.1"	NA	"XM_004282137.2"	NA	NA	"XM_024134158.2"	NA	NA	NA	NA	NA	NA	"XM_019924059.1"	NA
"EOG09020062"	NA	"XM_007173414.1"	NA	NA	NA	NA	NA	"XM_022584668.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027131552.1"	"XM_007463255.1"	NA	NA	NA	"XM_029222475.1"	"XM_024756548.1"	NA	"XM_004275329.2"	NA	NA	"XM_024129918.1"	NA	NA	NA	NA	NA	NA	"XM_019925036.1"	NA
"EOG09020063"	NA	"XM_007197833.1"	NA	NA	NA	NA	NA	"XM_022581952.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027127306.1"	"XM_007458255.1"	NA	NA	NA	"XM_029242494.1"	"XM_024765977.1"	NA	"XM_004267567.2"	NA	NA	"XM_024121946.2"	NA	NA	NA	NA	NA	NA	"XM_019949626.1"	NA
"EOG09020064"	NA	"XM_007190757.1"	NA	NA	NA	NA	NA	"XM_022562678.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027079691.1"	"XM_007454922.1"	NA	NA	NA	"XM_029223909.1"	"XM_024756668.1"	NA	"XM_004264683.2"	NA	NA	"XM_028494514.1"	NA	NA	NA	NA	NA	NA	"XM_019929217.1"	NA
"EOG09020065"	NA	"XM_007184344.1"	NA	NA	NA	NA	NA	"XM_022570290.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027111589.1"	"XM_007449003.1"	NA	NA	NA	"XM_029237673.1"	"XM_024761865.1"	NA	"XM_004262153.2"	NA	NA	"XM_007121377.2"	NA	NA	NA	NA	NA	NA	"XM_019922191.1"	NA
"EOG09020066"	NA	"XM_007197664.1"	NA	NA	NA	NA	NA	"XM_022580090.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027123677.1"	"XM_007469166.1"	NA	NA	NA	"XM_029238311.1"	"XM_024761789.1"	NA	"XM_004276336.2"	NA	NA	"XM_007118683.3"	NA	NA	NA	NA	NA	NA	"XM_019950157.1"	NA
"EOG0902006A"	NA	"XM_007185936.2"	NA	NA	NA	NA	NA	"XM_022589198.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027081168.1"	"XM_007456785.1"	NA	NA	NA	"XM_029212861.1"	"XM_024760592.1"	NA	"XM_004275621.2"	NA	NA	"XM_024130490.1"	NA	NA	NA	NA	NA	NA	"XM_019944388.1"	NA
"EOG0902006B"	NA	"XM_007190015.2"	NA	NA	NA	NA	NA	"XM_022597338.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027131674.1"	"XM_007465683.1"	NA	NA	NA	"XM_029231554.1"	"XM_024753040.1"	NA	"XM_004284364.2"	NA	NA	"XM_024133393.2"	NA	NA	NA	NA	NA	NA	"XM_019942659.1"	NA
"EOG0902006C"	NA	"XM_007198038.1"	NA	NA	NA	NA	NA	"XM_022555886.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027119716.1"	"XM_007468321.1"	NA	NA	NA	"XM_029237313.1"	"XM_024750555.1"	NA	"XM_004265070.1"	NA	NA	"XM_007112831.3"	NA	NA	NA	NA	NA	NA	"XM_019935728.1"	NA
"EOG0902006I"	NA	"XM_007197197.1"	NA	NA	NA	NA	NA	"XM_022561794.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027118420.1"	"XM_007465617.1"	NA	NA	NA	"XM_029227610.1"	"XM_024734711.1"	NA	"XM_004266063.2"	NA	NA	"XM_028479943.1"	NA	NA	NA	NA	NA	NA	"XM_019936376.1"	NA
"EOG0902006M"	NA	"XM_007181323.1"	NA	NA	NA	NA	NA	"XM_022598150.1"	NA	NA	NA	NA	"ES556849.1"	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027125191.1"	"XM_007456676.1"	NA	NA	NA	"XM_029229606.1"	"XM_024739880.1"	NA	"XM_004276622.1"	NA	NA	"XM_007126814.3"	NA	NA	NA	NA	NA	NA	"XM_019942896.1"	NA
"EOG0902006N"	NA	"XM_007173720.1"	NA	NA	NA	NA	NA	"XM_022593780.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027083355.1"	"XM_007448088.1"	NA	NA	NA	"XM_029209644.1"	"XM_024761950.1"	NA	"XM_004279783.2"	NA	NA	"XM_024131586.2"	NA	NA	NA	NA	NA	NA	"XM_019946558.1"	NA
"EOG0902006P"	NA	"XM_007167445.1"	NA	NA	NA	NA	NA	"XM_022580194.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027121544.1"	"XM_007465841.1"	NA	NA	NA	NA	"XM_024765415.1"	NA	"XM_012537389.1"	NA	NA	"XM_028494850.1"	NA	NA	NA	NA	NA	NA	"XM_019933206.1"	NA
"EOG0902006T"	NA	"XM_007183054.1"	NA	NA	NA	NA	NA	"XM_022569705.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027131384.1"	"XM_007445567.1"	NA	NA	NA	"XM_029225306.1"	"XM_024752732.1"	NA	"XM_004276812.1"	NA	NA	"XM_007114284.3"	NA	NA	NA	NA	NA	NA	"XM_019922299.1"	NA
"EOG0902006X"	NA	"XM_007170753.2"	NA	NA	NA	NA	NA	"XM_022550841.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027124409.1"	"XM_007472219.1"	NA	NA	NA	"XM_029219000.1"	"XM_024741378.1"	NA	"XM_004283800.2"	NA	NA	"XM_024120941.2"	NA	NA	NA	NA	NA	NA	"XM_019950052.1"	NA
"EOG0902006Y"	NA	"XM_028162535.1"	NA	NA	NA	NA	NA	"XM_022579389.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027122386.1"	"XM_007467524.1"	NA	NA	NA	"XM_029228741.1"	"XM_024739037.1"	NA	"XM_004270967.2"	NA	NA	"XM_024130676.2"	NA	NA	NA	NA	NA	NA	"XM_019920467.1"	NA
"EOG0902006Z"	NA	"XM_028165964.1"	NA	NA	NA	NA	NA	"XM_022586221.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027079387.1"	"XM_007471105.1"	NA	NA	NA	"XM_029208097.1"	"XM_024734130.1"	NA	"XM_012538371.1"	NA	NA	"XM_024132364.1"	NA	NA	NA	NA	NA	NA	"XM_019941153.1"	NA
"EOG09020070"	NA	"XM_007180934.2"	NA	NA	NA	NA	NA	"XM_022582504.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027091650.1"	"XM_007451693.1"	NA	NA	NA	"XM_029214355.1"	"XM_024761690.1"	NA	"XM_004286531.1"	NA	NA	"XM_007116577.3"	NA	NA	NA	NA	NA	NA	"XM_019934166.1"	NA
"EOG09020071"	NA	"XM_007188429.1"	NA	NA	NA	NA	NA	"XM_022580654.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027122068.1"	"XM_007470916.1"	NA	NA	NA	"XM_029236884.1"	"XM_024750124.1"	NA	"XM_012536307.1"	NA	NA	"XM_028495947.1"	NA	NA	NA	NA	NA	NA	"XM_019933561.1"	NA
"EOG09020072"	NA	"XM_007195021.1"	NA	NA	NA	NA	NA	"XM_022571540.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027107024.1"	"XM_007463539.1"	NA	NA	NA	"XM_029205018.1"	"XM_024736755.1"	NA	"XM_004281888.2"	NA	NA	"XM_024122790.2"	NA	NA	NA	NA	NA	NA	"XM_019918605.1"	NA
"EOG09020073"	NA	"XM_007180513.1"	NA	NA	NA	NA	NA	"XM_022587644.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027083666.1"	"XM_007449510.1"	NA	NA	NA	"XM_029237843.1"	"XM_024761256.1"	NA	"XM_004274101.1"	NA	NA	"XM_007104800.3"	NA	NA	NA	NA	NA	NA	"XM_019935139.1"	NA
"EOG09020074"	NA	"XM_028164942.1"	NA	NA	NA	NA	NA	"XM_022595615.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027100888.1"	"XM_007457116.1"	NA	NA	NA	"XM_029217258.1"	"XM_024756175.1"	NA	"XM_012533368.1"	NA	NA	"XM_024119802.1"	NA	NA	NA	NA	NA	NA	"XM_019929888.1"	NA
"EOG09020075"	NA	"XM_028168395.1"	NA	NA	NA	NA	NA	"XM_022561385.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027087734.1"	"XM_007449653.1"	NA	NA	NA	"XM_029209639.1"	"XM_024731291.1"	NA	"XM_012533782.1"	NA	NA	"XM_028501288.1"	NA	NA	NA	NA	NA	NA	"XM_019923746.1"	NA
"EOG09020077"	NA	"XM_007190613.2"	NA	NA	NA	NA	NA	"XM_022567514.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027123229.1"	"XM_007470007.1"	NA	NA	NA	"XM_029226016.1"	"XM_024738355.1"	NA	"XM_004262938.2"	NA	NA	"XM_024124465.2"	NA	NA	NA	NA	NA	NA	"XM_019939060.1"	NA
"EOG0902007E"	NA	"XM_007177245.1"	NA	NA	NA	NA	NA	"XM_022582351.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027102081.1"	"XM_007471315.1"	NA	NA	NA	"XM_029233612.1"	"XM_024757757.1"	NA	"XM_012531487.1"	NA	NA	"XM_024127941.2"	NA	NA	NA	NA	NA	NA	"XM_019924731.1"	NA
"EOG0902007K"	NA	"XM_007187529.1"	NA	NA	NA	NA	NA	"XM_022569291.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027112091.1"	"XM_007471584.1"	NA	NA	NA	"XM_029245179.1"	"XM_024739518.1"	NA	"XM_004268360.1"	NA	NA	"XM_028482061.1"	NA	NA	NA	NA	NA	NA	"XM_019939658.1"	NA
"EOG0902007O"	NA	"XM_007183885.2"	NA	NA	NA	NA	NA	"XM_022595752.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027130424.1"	"XM_007452420.1"	NA	NA	NA	"XM_029211796.1"	"XM_024734726.1"	NA	"XM_004267130.1"	NA	NA	"XM_028486870.1"	NA	NA	NA	NA	NA	NA	"XM_019927027.1"	NA
"EOG0902007V"	NA	"XM_007171318.2"	NA	NA	NA	NA	NA	"XM_022558038.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027084858.1"	"XM_007450306.1"	NA	NA	NA	"XM_029223568.1"	"XM_024739389.1"	NA	"XM_004263758.2"	NA	NA	"XM_007100861.2"	NA	NA	NA	NA	NA	NA	"XM_019951656.1"	NA
"EOG0902007W"	NA	"XM_007165312.1"	NA	NA	NA	NA	NA	"XM_022560171.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027086335.1"	"XM_007446768.1"	NA	NA	NA	"XM_029230978.1"	"XM_024739819.1"	NA	"XM_012533017.1"	NA	NA	"XM_028488576.1"	NA	NA	NA	NA	NA	NA	"XM_019952521.1"	NA
"EOG0902007X"	NA	"XM_007168519.1"	NA	NA	NA	NA	NA	"XM_022594008.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027083567.1"	"XM_007448821.1"	NA	NA	NA	"XM_029207318.1"	"XM_024763610.1"	NA	"XM_004271850.2"	NA	NA	"XM_007124924.3"	NA	NA	NA	NA	NA	NA	"XM_019948790.1"	NA
"EOG0902007Y"	NA	"XM_007189589.1"	NA	NA	NA	NA	NA	"XM_022598091.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027124931.1"	"XM_007448742.1"	NA	NA	NA	"XM_029226437.1"	"XM_024758564.1"	NA	"XM_012535510.1"	NA	NA	"XM_024121040.1"	NA	NA	NA	NA	NA	NA	"XM_019950433.1"	NA
"EOG0902007Z"	NA	"XM_007180403.2"	NA	NA	NA	NA	NA	"XM_022587452.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027083905.1"	"XM_007460204.1"	NA	NA	NA	"XM_029239818.1"	"XM_024732601.1"	NA	"XM_004274117.2"	NA	NA	"XM_007111675.2"	NA	NA	NA	NA	NA	NA	"XM_019935087.1"	NA
"EOG09020080"	NA	"XM_007174111.2"	NA	NA	NA	NA	NA	"XM_022560905.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027131124.1"	"XM_007462662.1"	NA	NA	NA	"XM_029210849.1"	"XM_024753431.1"	NA	"XM_004266809.2"	NA	NA	"XM_024127921.2"	NA	NA	NA	NA	NA	NA	"XM_019944111.1"	NA
"EOG09020082"	NA	"XM_007187576.1"	NA	NA	NA	NA	NA	"XM_022593895.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027083268.1"	"XM_007461713.1"	NA	NA	NA	"XM_029208217.1"	"XM_024749673.1"	NA	"XM_012536694.1"	NA	NA	"XM_028500899.1"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG09020083"	NA	"XM_007177622.1"	NA	NA	NA	NA	NA	"XM_022557783.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027094729.1"	"XM_007465231.1"	NA	NA	NA	"XM_029212765.1"	"XM_024744658.1"	NA	"XM_004282698.1"	NA	NA	"XM_007117948.3"	NA	NA	NA	NA	NA	NA	"XM_019925008.1"	NA
"EOG09020085"	NA	"XM_007187825.1"	NA	NA	NA	NA	NA	"XM_022567543.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027122676.1"	"XM_007463646.1"	NA	NA	NA	"XM_029225104.1"	"XM_024738312.1"	NA	"XM_004262782.2"	NA	NA	"XM_007117705.3"	NA	NA	NA	NA	NA	NA	"XM_019939016.1"	NA
"EOG0902008A"	NA	NA	NA	NA	NA	NA	NA	"XM_022599578.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027087537.1"	"XM_007467570.1"	NA	NA	NA	"XM_029235295.1"	"XM_024754066.1"	NA	"XM_012538166.1"	NA	NA	"XM_007126247.3"	NA	NA	NA	NA	NA	NA	"XM_019932697.1"	NA
"EOG0902008B"	NA	"XM_007172488.1"	NA	NA	NA	NA	NA	"XM_022560156.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027086377.1"	"XM_007458122.1"	NA	NA	NA	"XM_029228360.1"	"XM_024742435.1"	NA	"XM_012533021.1"	NA	NA	"XM_028488690.1"	NA	NA	NA	NA	NA	NA	"XM_019918728.1"	NA
"EOG0902008E"	NA	"XM_007184383.2"	NA	NA	NA	NA	NA	"XM_022570218.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027111645.1"	"XM_007469295.1"	NA	NA	NA	"XM_029236696.1"	"XM_024739609.1"	NA	"XM_004262188.1"	NA	NA	"XM_028496107.1"	NA	NA	NA	NA	NA	NA	"XM_019921933.1"	NA
"EOG0902008F"	NA	"XM_007165923.2"	NA	NA	NA	NA	NA	"XM_022552459.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027107129.1"	"XM_007449121.1"	NA	NA	NA	"XM_029205372.1"	"XM_024761377.1"	NA	"XM_004280619.2"	NA	NA	"XM_024127396.2"	NA	NA	NA	NA	NA	NA	"XM_019952389.1"	NA
"EOG0902008G"	NA	"XM_007168841.1"	NA	NA	NA	NA	NA	"XM_022573297.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027096973.1"	"XM_007470265.1"	NA	NA	NA	"XM_029241558.1"	"XM_024751375.1"	NA	"XM_004283964.1"	NA	NA	"XM_024124060.2"	NA	NA	NA	NA	NA	NA	"XM_019946627.1"	NA
"EOG0902008J"	NA	"XM_007178104.1"	NA	NA	NA	NA	NA	"XM_022578858.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027105011.1"	"XM_007451482.1"	NA	NA	NA	"XM_029202663.1"	"XM_024762330.1"	NA	"XM_012532864.1"	NA	NA	"XM_007123621.3"	NA	NA	NA	NA	NA	NA	"XM_019946467.1"	NA
"EOG0902008L"	NA	"XM_007170776.1"	NA	NA	NA	NA	NA	"XM_022553201.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027094001.1"	"XM_007452955.1"	NA	NA	NA	"XM_029201181.1"	"XM_024761453.1"	NA	"XM_004271557.2"	NA	NA	"XM_028481676.1"	NA	NA	NA	NA	NA	NA	"XM_019941502.1"	NA
"EOG0902008N"	NA	"XM_007192050.1"	NA	NA	NA	NA	NA	"XM_022569623.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027132119.1"	"XM_007452025.1"	NA	NA	NA	"XM_029225647.1"	"XM_024764107.1"	NA	"XM_004265531.1"	NA	NA	"XM_007129484.2"	NA	NA	NA	NA	NA	NA	"XM_019925503.1"	NA
"EOG0902008O"	NA	"XM_007191671.1"	NA	NA	NA	NA	NA	"XM_022551508.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027088813.1"	"XM_007456555.1"	NA	NA	NA	"XM_029218705.1"	"XM_024758934.1"	NA	"XM_004275923.1"	NA	NA	"XM_007126742.3"	NA	NA	NA	NA	NA	NA	"XM_019920711.1"	NA
"EOG0902008V"	NA	"XM_007187483.1"	NA	NA	NA	NA	NA	"XM_022569326.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027112070.1"	"XM_007471569.1"	NA	NA	NA	"XM_029245184.1"	"XM_024739514.1"	NA	"XM_004279409.2"	NA	NA	"XM_007107117.3"	NA	NA	NA	NA	NA	NA	"XM_019939646.1"	NA
"EOG0902008W"	NA	"XM_007177106.2"	NA	NA	NA	NA	NA	"XM_022580382.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027101810.1"	"XM_007466585.1"	NA	NA	NA	"XM_029234360.1"	"XM_024737986.1"	NA	"XM_004272168.1"	NA	NA	"XM_007118629.3"	NA	NA	NA	NA	NA	NA	"XM_019951126.1"	NA
"EOG0902008X"	NA	"XM_007196288.1"	NA	NA	NA	NA	NA	"XM_022551360.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027088754.1"	"XM_007451006.1"	NA	NA	NA	"XM_029217532.1"	"XM_024763688.1"	NA	"XM_004276025.2"	NA	NA	"XM_028485265.1"	NA	NA	NA	NA	NA	NA	"XM_019926257.1"	NA
"EOG0902008Z"	NA	"XM_007182012.1"	NA	NA	NA	NA	NA	"XM_022570654.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027111145.1"	"XM_007467368.1"	NA	NA	NA	"XM_029238178.1"	"XM_024743415.1"	NA	"XM_004270012.1"	NA	NA	"XM_007112792.3"	NA	NA	NA	NA	NA	NA	"XM_019923957.1"	NA
